reference_id,target,booking_source,car_price,payment_mode_percent,token_type,emirates_of_registration,customer_nationality,test_drive_type,customer_age,customer_salary_bank,customer_salary,existing_emi,car_type,odo,model_year,car_age,loan_tenure,car_emi,new_emi,dbr,country_code_column,api_1_data_phone_basic_phoneValid,api_1_data_phone_basic_phoneDisposable,api_1_data_phone_basic_ported,api_1_data_phone_basic_portedHistory_changeInCarrierRegion,api_1_data_phone_social_profiles_emailProvider_google_registered,api_1_data_phone_social_profiles_ecommerce_amazon_registered,api_1_data_phone_social_profiles_socialMedia_facebook_registered,api_1_data_phone_social_profiles_socialMedia_twitter_registered,api_1_data_phone_social_profiles_socialMedia_instagram_registered,api_1_data_phone_social_profiles_professional_microsoft_registered,api_1_data_phone_social_profiles_professional_linkedin_registered,api_1_data_phone_social_profiles_messaging_telegram_registered,api_1_data_phone_social_profiles_messaging_telegram_privacyStatus,api_1_data_phone_social_profiles_messaging_whatsapp_registered,api_1_data_phone_social_profiles_messaging_whatsapp_privacyStatus,api_1_data_phone_social_profiles_messaging_skype_registered,api_1_data_email_social_profiles_consumerElectronics_apple_registered,api_1_data_email_social_profiles_emailProvider_google_registered,api_1_data_email_social_profiles_emailProvider_yahoo_registered,api_1_data_email_social_profiles_ecommerce_amazon_registered,api_1_data_email_social_profiles_ecommerce_ebay_registered,api_1_data_email_social_profiles_socialMedia_facebook_registered,api_1_data_email_social_profiles_socialMedia_instagram_registered,api_1_data_email_social_profiles_socialMedia_pinterest_registered,api_1_data_email_social_profiles_socialMedia_twitter_registered,api_1_data_email_social_profiles_messaging_skype_registered,api_1_data_email_social_profiles_professional_wordpress_registered,api_1_data_email_social_profiles_professional_linkedin_registered,api_1_data_email_social_profiles_professional_microsoft_registered,api_1_data_email_social_profiles_professional_hubspot_registered,api_1_data_email_social_profiles_entertainment_spotify_registered,api_1_data_email_social_profiles_entertainment_disneyplus_registered,api_1_data_email_social_profiles_financial_paypal_registered,api_1_data_email_basic_deliverable,api_1_data_email_basic_domainDetails_registered,api_1_data_email_basic_domainDetails_disposable,api_1_data_email_basic_domainDetails_freeProvider,api_1_data_email_basic_domainDetails_websiteExists,api_1_data_email_basic_domainDetails_acceptAll,api_1_data_email_basic_breach_isBreached,api_1_Eng_originalCarrier,api_1_Eng_currentCarrier,api_1_Eng_consumer_segment,api_1_data_phone_basic_portedHistory_numberOfPorts,api_1_data_phone_social_summary_registeredProfiles,api_1_data_phone_social_summary_registeredEmailProviderProfiles,api_1_data_phone_social_summary_registeredEcommerceProfiles,api_1_data_phone_social_summary_registeredSocialMediaProfiles,api_1_data_phone_social_summary_registeredProfessionalProfiles,api_1_data_phone_social_summary_registeredMessagingProfiles,api_1_data_phone_social_summary_numberOfPhotosReturned,api_1_data_email_social_summary_registeredProfiles,api_1_data_email_social_summary_registeredConsumerElectronicsProfiles,api_1_data_email_social_summary_registeredEmailProviderProfiles,api_1_data_email_social_summary_registeredEcommerceProfiles,api_1_data_email_social_summary_registeredSocialMediaProfiles,api_1_data_email_social_summary_registeredMessagingProfiles,api_1_data_email_social_summary_registeredProfessionalProfiles,api_1_data_email_social_summary_registeredEntertainmentProfiles,api_1_data_email_social_summary_registeredFinancialProfiles,api_1_data_email_social_summary_numberOfNamesReturned,api_1_data_email_basic_breach_noOfBreaches,api_1_data_email_basic_emailTenure,api_1_Eng_data_email_basic_breach_lastBreach_delta,api_1_Eng_platform_availability,api_1_Eng_data_phone_social_profiles_messaging_whatsapp_photo_availability,api_1_Eng_frequent_user,api_1_Eng_registeredEcommerceProfiles_comparison,api_1_Eng_registeredEmailProviderProfiles_comparison,api_1_Eng_registeredMessagingProfiles_comparison,api_1_Eng_registeredProfessionalProfiles_comparison,api_1_Eng_available_top3_segments,name_available,name_similarity_match_with_email_before_domain,location_present,location,photo_present,employement_history_count,recent_employer_name,education_history_count,designation_present,current_designation,number_of_designation,designation_changed,no_of_different_employer,work_experiance,joining_date_present_of_employemnt,exit_date_present_of_previous_employment,difference_between_no_joining_vs_no_exist,employer_logo_present,no_of_employer_logo_present,no_of_employement_linkedin_url_present,field_of_study_present,field_of_degree_present,field_of_school_present,first_education_completed_year_ago,current_exp_in_recent_company,total_time_spent_on_study,list_of_degree_name
LPH4LD,0,MobileApp,59690,100% - financing,NEX_TOKEN,DUBAI,India,HUB,38,Others,14000.0,10.0,PRIME,34221,2020,3,5,935.1433333,945.1433333,6.75102381,AE,True,False,False,NOT_SUPPORTED,False,True,True,False,False,False,,False,,True,PUBLIC,False,False,True,False,True,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,False,True,True,False,True,ETISALAT,,,,3.0,0.0,1.0,1.0,0.0,1.0,0.0,11.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,9.0,7.92,810.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,0.67,True,"Dubai, United Arab Emirates",True,5.0,iMile Delivery,4.0,True,Last mile Operations ,5.0,True,5.0,10.14,True,True,1.0,True,3.0,5.0,True,True,True,22.0,2.73,8,"['M.B.A; M. B., marketing', 'B.Tech, Food Sci', 'H.S.C, Environmental Science', 'S.S.C, Environmental Science']"
JI0GMF,0,MobileApp,59995,100% - financing,NEX_TOKEN,DUBAI,United Kingdom,HUB,39,ENBD,37566.0,2500.0,PRIME,81550,2017,6,5,939.9216667,3439.921667,9.15700811,AE,True,False,False,NOT_SUPPORTED,True,True,True,False,True,True,,False,,True,PUBLIC,False,True,False,False,True,True,False,,False,False,False,False,,True,False,False,False,False,True,True,False,True,True,False,True,DU,DU,,,6.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,6.19,810.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
22PYRL,1,CC,53990,100% - financing,NEX_TOKEN,DUBAI,Philippines,HOME,36,EIB,3000.0,0.0,PRIME,57902,2020,3,5,845.8433333,845.8433333,28.19477778,AE,True,False,False,NOT_SUPPORTED,True,True,True,False,False,True,,,,True,PUBLIC,False,False,True,False,True,False,True,,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,True,ETISALAT,,,,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.22,810.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
95P5RT,0,MobileApp,227999,80% - financing,NEX_TOKEN,DUBAI,Pakistan,HOME,29,ENBD,10000.0,0.0,PRIME,69232,2021,2,5,3571.984333,3571.984333,35.71984333,AE,True,False,False,NOT_SUPPORTED,True,True,True,False,True,False,,False,,True,PUBLIC,False,True,True,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,True,False,True,True,False,True,DU,DU,,,5.0,1.0,1.0,2.0,0.0,1.0,1.0,8.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,5.69,810.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
F4HKW3,0,MobileApp,62999,100% - financing,EX_TOKEN,DUBAI,Cuba,HOME,24,ENBD,7000.0,1.0,PRIME,35910,2020,3,5,986.9843333,987.9843333,14.11406191,AE,True,False,False,NOT_SUPPORTED,True,True,True,False,False,False,,,,True,PUBLIC,False,True,True,True,True,False,False,False,True,True,False,False,,True,False,True,False,False,True,True,False,True,True,False,True,DU,DU,,,4.0,1.0,1.0,1.0,0.0,1.0,1.0,10.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.09,33.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,,True,0.71,True,"Dubai, United Arab Emirates",True,1.0,Melodica Music Center,1.0,True,Music Teacher,1.0,True,1.0,,False,False,,True,1.0,1.0,True,True,True,,2.82,0,"['Bachillerato, Guitarra']"
5LX6V3,0,CC,125999,80% - financing,NEX_TOKEN,DUBAI,India,HOME,37,ENBD,20000.0,1.0,PRIME,96619,2017,6,5,1973.984333,1974.984333,9.874921667,AE,True,False,False,NOT_SUPPORTED,True,True,True,False,True,True,,True,PRIVATE,True,PUBLIC,False,True,True,False,True,False,True,,True,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,True,DU,DU,,,7.0,1.0,1.0,2.0,1.0,2.0,1.0,9.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,7.0,12.26,1218.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,True,United Arab Emirates,False,10.0,Guardian Safety and Security LLC,5.0,True,Senior Operations Manager,10.0,True,4.0,15.44,True,True,1.0,True,9.0,10.0,True,True,True,16.0,0.14,6,
TELOAU,0,CC,55111,80% - financing,NEX_TOKEN,DUBAI,Egypt,HOME,24,EIB,6000.0,0.0,PRIME,130247,2016,7,4,1047.109,1047.109,17.45181667,AE,True,False,False,NOT_SUPPORTED,True,True,True,True,,False,,False,,True,PRIVATE,False,True,True,False,True,False,False,,True,True,False,False,True,True,False,True,False,False,True,True,False,True,True,False,False,ETISALAT,,,,5.0,1.0,1.0,2.0,0.0,1.0,0.0,11.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,,,10.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,0.82,True,"Dubai, United Arab Emirates",True,5.0,Majid Al Futtaim,1.0,True,Business to business sales coordinator,5.0,True,4.0,2.64,True,True,1.0,True,3.0,5.0,True,True,True,2.0,1.56,4,"['Bachelor’s degree in business administration, Banking, Corporate, Fintech and Securities Law']"
IVHM68,0,WebApp,47999,100% - financing,NEX_TOKEN,DUBAI,Egypt,HUB,34,ENBD,5000.0,1.0,PRIME,57726,2019,4,5,751.9843333,752.9843333,15.05968667,AE,True,False,False,NOT_SUPPORTED,False,False,True,False,,False,,,,True,PRIVATE,False,True,True,False,True,False,,,True,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False,True,ETISALAT,,,,2.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,2.22,810.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
TOAZFY,0,WebApp,81999,100% - financing,NEX_TOKEN,DUBAI,New Zealand,HUB,38,ENBD,26220.0,1.0,PRIME,48952,2021,2,5,1284.651,1285.651,4.903321892,AE,True,False,False,NOT_SUPPORTED,False,True,True,False,,True,,,,True,PUBLIC,False,True,True,False,True,True,True,,True,True,True,False,True,True,False,True,False,False,True,True,False,True,True,False,True,ETISALAT,,,,4.0,0.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,0.0,1.0,6.0,10.5,512.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,,True,0.67,True,"Dubai, United Arab Emirates",True,7.0,Emirates,3.0,True,First Officer Boeing 777-300ER,7.0,True,6.0,13.81,True,True,1.0,True,7.0,7.0,True,True,True,16.0,1.15,0,
7F5FXB,0,MobileApp,45995,100% - financing,NEX_TOKEN,DUBAI,Cyprus,HUB,36,ENBD,20000.0,3.0,PRIME,92628,2019,4,5,720.5883333,723.5883333,3.617941667,AE,True,False,False,NOT_SUPPORTED,False,False,True,False,False,False,,False,,True,PUBLIC,False,True,True,False,True,True,True,,False,True,True,False,True,True,False,True,False,False,True,True,False,True,True,False,False,DU,DU,,,2.0,0.0,0.0,1.0,0.0,1.0,1.0,13.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,,,13.0,1.0,0.0,1.0,0.0,0.0,0.0,,True,0.52,True,United Arab Emirates,True,7.0,JCT Contracting,2.0,True,Project Manager,7.0,True,6.0,9.4,True,True,1.0,True,2.0,7.0,True,True,True,11.0,0.31,4,
F9FXMV,1,MobileApp,34999,100% - financing,NEX_TOKEN,DUBAI,Zimbabwe,HOME,34,DIB,3000.0,1.0,PRIME,72683,2020,3,5,548.3176667,549.3176667,18.31058889,AE,True,False,False,NOT_SUPPORTED,True,False,True,False,True,True,,False,,True,PUBLIC,False,True,True,True,True,False,False,True,True,True,False,False,True,True,False,True,False,False,True,True,False,True,True,False,True,DU,DU,,,5.0,1.0,0.0,2.0,1.0,1.0,0.0,13.0,2.0,2.0,2.0,3.0,0.0,2.0,1.0,0.0,1.0,1.0,2.22,810.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
0XVC73,0,MobileApp,90690,80% - financing,NEX_TOKEN,DUBAI,India,HOME,38,ENBD,14000.0,0.0,PRIME,113411,2019,4,5,1420.81,1420.81,10.14864286,AE,True,False,False,NOT_SUPPORTED,True,True,False,False,,False,,,,True,PUBLIC,True,,True,True,True,False,False,True,True,True,True,False,True,False,False,True,False,False,True,True,False,True,True,False,True,DU,DU,,,4.0,1.0,1.0,0.0,0.0,2.0,1.0,12.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,6.0,7.8,1315.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
0GO5CL,0,CC,55999,100% - financing,NEX_TOKEN,DUBAI,Kyrgyzstan,HOME,27,ENBD,12000.0,0.0,PRIME,73680,2018,5,5,877.3176667,877.3176667,7.310980556,AE,True,False,False,NOT_SUPPORTED,True,False,True,False,,False,,,,True,PRIVATE,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,True,ETISALAT,,,,3.0,1.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,5.21,1903.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,,True,0.71,True,"Dubai, United Arab Emirates",True,4.0,Eva Real Estate LLC,2.0,True,Head of Marketing,4.0,True,4.0,3.95,True,True,1.0,True,3.0,4.0,True,True,True,6.0,0.89,6,
T77WYV,0,MobileApp,67990,80% - financing,EX_TOKEN,DUBAI,Jordan,HOME,37,ENBD,25000.0,7323.0,PRIME,79174,2018,5,5,1065.176667,8388.176667,33.55270667,AE,True,False,False,NOT_SUPPORTED,False,True,True,False,False,True,,False,,True,PRIVATE,False,True,True,,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True,True,False,True,True,False,True,ETISALAT,DU,,,4.0,0.0,1.0,1.0,1.0,1.0,0.0,8.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,8.0,12.26,810.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,
108UD5,0,MobileApp,81999,100% - financing,EX_TOKEN,ABU_DHABI,South Africa,HOME,27,ADCB,9500.0,1.0,PRIME,13167,2023,0,5,1284.651,1285.651,13.53316842,AE,True,False,False,NOT_SUPPORTED,False,False,False,False,,False,,,,True,PUBLIC,False,True,True,False,True,False,,True,True,True,False,False,True,True,False,True,False,False,True,True,False,True,True,False,True,DU,DU,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,2.0,1.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,5.21,1903.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
YMHKN6,1,CC,74699,100% - financing,NEX_TOKEN,DUBAI,Philippines,HOME,41,ADCB,10000.0,1.0,PRIME,90303,2020,3,5,1170.284333,1171.284333,11.71284333,AE,True,False,False,NOT_SUPPORTED,True,False,True,False,,True,,,,True,PRIVATE,False,True,False,True,True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,True,False,True,True,False,False,ETISALAT,,,,4.0,1.0,0.0,1.0,1.0,1.0,0.0,8.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,,,6.0,0.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
K1BRG4,1,MobileApp,39999,80% - financing,NEX_TOKEN,ABU_DHABI,Syrian Arab Republic,HUB,39,DIB,4500.0,1.0,PRIME,76618,2015,8,3,982.1976667,983.1976667,21.84883704,AE,True,False,False,NOT_SUPPORTED,True,True,False,True,True,True,,True,PRIVATE,True,PRIVATE,False,True,True,False,True,False,True,,True,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,False,DU,DU,,,7.0,1.0,1.0,2.0,1.0,2.0,0.0,11.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
WQTBN6,0,MobileApp,87999,100% - financing,NEX_TOKEN,DUBAI,United States,HUB,35,ENBD,20000.0,5735.0,PRIME,94794,2017,6,5,1378.651,7113.651,35.568255,AE,True,False,False,NOT_SUPPORTED,True,True,False,False,True,True,,,,True,PUBLIC,False,,True,True,True,False,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,True,False,True,ETISALAT,,,,5.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,16.0,16.1,684.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,,True,0.63,True,United Arab Emirates,True,10.0,RMA Advisory,3.0,True,IT & Data Manager,10.0,True,10.0,15.43,True,True,1.0,True,9.0,10.0,True,True,True,9.0,1.15,6,"['Bachelor of Science - BS, Information Technology', 'Network Specialist, Computer Networking and Security', 'Associate of Science - AS, Computer and Information Systems Security ']"
U8VXVE,0,MobileApp,46995,80% - financing,NEX_TOKEN,ABU_DHABI,India,HOME,26,ADCB,10000.0,0.0,PRIME,89516,2019,4,5,736.255,736.255,7.36255,AE,True,False,False,NOT_SUPPORTED,True,,True,False,,False,,True,PUBLIC,True,PRIVATE,False,True,True,False,False,False,False,False,False,False,False,,,False,False,True,False,False,True,True,False,True,True,False,True,ETISALAT,,,,4.0,1.0,0.0,1.0,0.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,5.69,981.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
HW7YUR,1,mSite,85999,80% - financing,NEX_TOKEN,ABU_DHABI,Canada,HOME,46,ADCB,25000.0,1.0,PRIME,73672,2020,3,5,1347.317667,1348.317667,5.393270667,AE,True,False,False,NOT_SUPPORTED,False,False,,True,True,False,,False,,True,PUBLIC,False,True,False,True,False,False,False,,False,False,False,False,,True,False,False,False,False,True,True,False,True,True,False,True,DU,DU,,,3.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.43,157.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
7NR4HL,1,MobileApp,91999,100% - financing,EX_TOKEN,DUBAI,India,HUB,52,ENBD,20000.0,1.0,PRIME,42150,2019,4,5,1441.317667,1442.317667,7.211588333,AE,True,False,False,NOT_SUPPORTED,True,True,True,False,True,True,,,,True,PUBLIC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,DU,DU,,,6.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
N0NHBV,0,MobileApp,36999,80% - financing,NEX_TOKEN,DUBAI,India,HOME,38,DIB,7250.0,2000.0,PRIME,87634,2020,3,5,579.651,2579.651,35.5813931,AE,True,False,False,NOT_SUPPORTED,True,True,True,False,,True,,False,,True,PRIVATE,False,,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False,True,ETISALAT,,,,5.0,1.0,1.0,1.0,1.0,1.0,0.0,7.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,8.0,12.26,1218.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,,True,0.58,True,"united arab emirates, asia",False,4.0,atpl,1.0,False,,,False,4.0,27.12,True,True,1.0,False,,,False,False,True,17.0,15.99,4,[]
0HXF55,0,CC,41199,100% - financing,NEX_TOKEN,DUBAI,Serbia,HOME,39,ENBD,35000.0,4000.0,PRIME,44966,2022,1,5,645.451,4645.451,13.27271714,AE,True,False,False,NOT_SUPPORTED,True,True,True,False,True,True,,True,PUBLIC,True,PUBLIC,False,True,True,True,True,False,True,,False,False,False,False,True,True,False,True,False,False,True,True,False,True,True,False,True,ETISALAT,,,,7.0,1.0,1.0,2.0,1.0,2.0,2.0,10.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,4.0,7.23,810.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,,True,0.67,True,United Arab Emirates,True,7.0,Riviera Medical and Dental Center,1.0,True,Laser Technician,7.0,True,7.0,11.32,True,True,1.0,True,1.0,7.0,True,True,True,16.0,5.64,4,
SZRREU,0,CC,56999,100% - financing,EX_TOKEN,ABU_DHABI,Egypt,HOME,33,ENBD,18300.0,2600.0,PRIME,61245,2022,1,5,892.9843333,3492.984333,19.08734608,AE,True,False,False,NOT_SUPPORTED,False,True,True,False,False,True,,False,,True,PUBLIC,False,True,True,,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,True,DU,DU,,,4.0,0.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.09,33.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,,True,0.67,True,"Abu Dhabi Emirate, United Arab Emirates",True,9.0,Saal.ai,1.0,True,E-learning Developer,9.0,True,8.0,8.89,True,True,1.0,True,5.0,9.0,True,True,True,8.0,0.81,7,
STVK8O,0,MobileApp,54995,100% - financing,NEX_TOKEN,DUBAI,Sri Lanka,HUB,32,ENBD,8000.0,1.0,PRIME,133338,2018,5,5,861.5883333,862.5883333,10.78235417,AE,True,False,False,NOT_SUPPORTED,True,True,,False,False,False,,,,True,PUBLIC,False,False,True,False,True,True,,True,True,False,False,,,True,False,True,False,False,True,True,False,True,True,False,True,DU,DU,,,3.0,1.0,1.0,0.0,0.0,1.0,1.0,9.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,2.37,865.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
I157HA,0,WebApp,39999,80% - financing,NEX_TOKEN,ABU_DHABI,India,HOME,34,DIB,12000.0,2000.0,PRIME,102546,2019,4,5,626.651,2626.651,21.88875833,AE,True,False,False,NOT_SUPPORTED,True,True,True,False,,False,,True,PRIVATE,True,PUBLIC,False,True,True,True,True,False,True,,True,True,True,False,,True,False,False,False,False,True,True,False,True,True,False,False,DU,DU,,,5.0,1.0,1.0,1.0,0.0,2.0,1.0,9.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,,,7.0,1.0,0.0,0.0,1.0,0.0,0.0,,True,0.4,True,"united states, north america",False,0.0,,0.0,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
EA6M79,0,mSite,69999,80% - financing,NEX_TOKEN,DUBAI,India,HUB,44,ENBD,30000.0,2100.0,PRIME,105595,2018,5,5,1096.651,3196.651,10.65550333,AE,True,False,False,NOT_SUPPORTED,False,True,True,False,,True,,False,,True,PUBLIC,False,True,True,True,True,False,False,,True,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False,True,ETISALAT,,,,4.0,0.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,21.0,12.26,72.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
49EP8R,0,MobileApp,36499,100% - financing,NEX_TOKEN,DUBAI,Egypt,HOME,31,DIB,6000.0,1.0,PRIME,82244,2016,7,4,693.481,694.481,11.57468333,AE,True,False,False,NOT_SUPPORTED,True,False,True,False,True,True,,True,PRIVATE,True,PUBLIC,False,,True,False,True,True,False,,True,True,False,False,True,False,False,False,False,False,True,True,False,True,True,False,False,ETISALAT,,,,6.0,1.0,0.0,2.0,1.0,2.0,1.0,9.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,,9.0,1.0,0.0,0.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
HO7ZNW,0,MobileApp,81795,100% - financing,EX_TOKEN,DUBAI,India,HUB,38,ENBD,13000.0,1300.0,PRIME,73672,2020,3,5,1281.455,2581.455,19.85734615,AE,True,False,False,NOT_SUPPORTED,False,True,False,False,False,False,,True,PRIVATE,True,PUBLIC,False,,True,True,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,True,True,False,True,ETISALAT,,,,3.0,0.0,1.0,0.0,0.0,2.0,1.0,9.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,12.0,12.26,164.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,,True,0.44,True,United Arab Emirates,True,4.0,Seddiqi Holding,1.0,True,IT Engineer,4.0,True,4.0,4.87,True,True,1.0,True,4.0,4.0,True,True,True,16.0,7.06,4,
7S6D6D,1,MobileApp,149999,100% - financing,NEX_TOKEN,DUBAI,Ireland,HUB,26,ADCB,14000.0,0.0,PRIME,59543,2019,4,5,2349.984333,2349.984333,16.78560238,AE,True,False,False,NOT_SUPPORTED,True,True,False,False,,False,,False,,True,PUBLIC,False,True,True,False,True,False,True,,False,True,True,False,,True,False,True,False,False,True,True,False,True,True,False,True,DU,DU,,,3.0,1.0,1.0,0.0,0.0,1.0,1.0,12.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,5.0,7.24,1241.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
8JSZZ1,0,MobileApp,68999,100% - financing,NEX_TOKEN,DUBAI,India,HOME,34,ENBD,12000.0,1.0,PRIME,58583,2023,0,5,1080.984333,1081.984333,9.016536111,AE,True,False,False,NOT_SUPPORTED,True,True,True,False,True,False,,,,True,PUBLIC,True,True,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True,True,False,True,True,False,True,DU,DU,,,6.0,1.0,1.0,2.0,0.0,2.0,2.0,9.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,7.0,6.08,810.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,,True,0.67,True,"Dubai, United Arab Emirates",True,3.0,Prompt Interior Decoration LLC,2.0,True,Managing Director,3.0,True,3.0,11.15,True,True,1.0,True,1.0,3.0,True,True,True,16.0,7.99,6,"['Bachelor’s Degree, Civil Engineering', 'High School, Biology/Biological Sciences, General']"
